initialFinish CUDelta[0] CUIdx[0] CUValid[0] CUDelta[1] CUIdx[1] CUValid[1] CUDelta[2] CUIdx[2] CUValid[2] CUDelta[3] CUIdx[3] CUValid[3] CUDelta[4] CUIdx[4] CUValid[4] CUDelta[5] CUIdx[5] CUValid[5] CUDelta[6] CUIdx[6] CUValid[6] CUDelta[7] CUIdx[7] CUValid[7] rowReady rowValid binIdx rowIdx rowDelta[0] rowDelta[1] rowDelta[2] rowDelta[3] rowDelta[4] rowDelta[5] rowDelta[6] rowDelta[7] CUReady[0] CUReady[1] CUReady[2] CUReady[3] CUReady[4] CUReady[5] CUReady[6] CUReady[7] PEReady[0] PEReady[1] PEReady[2] PEReady[3]
1 3037 45 0 2d38 0b 1 3b74 10 1 2fb7 1b 1 3b52 63 1 3b04 2b 1 30bc 71 1 3320 fb 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 1 1 1 0 
1 3929 00 0 349f ce 1 3b53 54 1 38dc d8 0 3204 23 1 39f5 ad 1 2448 f0 0 3830 bf 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 0 1 1 
1 3a04 87 1 360e 0c 0 3908 d0 0 2fb4 de 0 3b51 27 1 3bde ab 1 3587 b7 1 3b83 f8 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 0 0 1 
1 34d4 81 1 387a ca 1 3ba4 92 1 3453 5d 1 3578 65 1 367c ef 0 35fe 34 0 3027 fd 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 0 1 
1 3aed 81 0 396f 4a 0 33f6 10 1 3b5e 9c 1 3b73 61 0 381c af 0 384a b4 0 3a41 7b 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 1 1 1 
1 310b 47 0 3a2f 8e 1 370f 16 1 32e1 d8 0 3418 61 1 3ab9 6e 1 3016 b6 1 2b4b 3d 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 0 0 0 
1 317e c2 0 3bd6 4b 1 351e d2 0 396c 9d 1 38ab 66 0 3ade 28 1 385a 36 0 3263 fe 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 1 0 1 
1 304d c6 0 3aa7 0e 0 3a71 15 1 3897 de 0 3b26 27 1 2ce6 ab 0 3945 70 0 3bff 7f 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 0 1 1 1 1 1 1 0 1 
1 2dca 46 1 392f 4e 1 34ab 56 1 3988 5a 0 3883 25 0 2b07 ab 0 3709 b4 0 36d2 fd 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 0 1 1 1 1 0 0 0 1 
1 3254 03 0 3900 cf 0 2c9a 12 1 3bc5 1e 0 2797 a1 1 3b07 ac 1 3685 b3 1 3897 bf 0 1 1 3 0 41e4 3c06 397c 3702 3ca3 35ff 2ce2 0000 1 1 1 0 1 1 1 1 0 1 1 1 
1 3a75 81 1 355f 08 1 3b35 16 0 2ca4 5b 0 3ba2 67 0 3b99 6d 0 39e1 f0 1 34af 7b 1 0 1 3 1 0000 3d6f 2952 344b 4180 3d77 3b9c 3f4d 1 1 1 0 1 1 1 1 0 1 0 0 
1 33aa 05 0 3868 cb 0 2ddd 52 0 3249 de 1 2c7a a4 1 2e09 2e 0 3bd5 f4 1 3ab6 78 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 0 1 1 1 1 0 0 1 1 
1 3224 c6 1 3585 4a 0 37a7 54 1 3b98 9f 1 3b5c a0 1 390c ab 0 30b2 b3 1 3be1 3b 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 0 1 1 1 1 1 0 1 1 
1 3a35 03 0 3709 0c 1 3376 d4 0 3833 99 0 382b e0 1 3948 a8 1 34e4 b5 1 376c 7e 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 0 1 1 1 1 1 1 0 1 
1 3bd3 87 1 32a4 8c 0 3b96 16 0 3a9d dc 0 388d 66 1 3ad2 ab 0 396e 72 0 38dd 3d 0 1 1 3 2 3f2b 3cc2 3f9d 0000 3d80 3d8c 35de 4093 1 1 1 0 1 1 1 1 1 0 0 0 
1 384a c4 0 39b2 8c 0 3aa4 10 0 3327 1d 0 35bf e4 1 372e ae 1 3455 f1 1 3895 ff 1 0 1 3 3 0000 4152 4116 4011 3d37 40cc 3781 0000 1 1 1 0 1 1 1 1 0 1 0 0 
1 2f30 80 1 295d 08 1 3b22 17 1 3394 99 0 3aea e5 0 391e 2a 0 3227 75 0 2844 7b 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 0 1 1 1 1 0 1 1 0 
1 3bb9 03 0 3960 08 1 2d90 51 1 34ee 59 1 32fe e7 1 21ea a8 1 3458 b3 1 3607 bf 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 0 1 1 1 1 1 1 0 0 
1 3863 80 0 333a 09 0 3a1f 90 1 189c 1d 0 2f4c a0 0 39b7 af 0 3a11 74 0 3a4f 3b 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 0 1 1 1 1 0 1 1 0 
1 3892 45 1 35f4 0b 0 323d 10 1 3a2b dd 0 293b e5 0 1d1a e8 1 3b65 76 1 3100 3e 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 0 1 1 1 1 1 0 0 0 
1 3716 00 0 3a49 cf 0 394f 56 0 3937 1a 1 347b a4 1 38df ae 1 3a3e 75 1 3bed 38 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 1 0 0 
1 3803 c7 1 3b3f 09 0 3b15 13 0 3517 58 0 2761 a5 0 3b6a eb 0 3b70 b5 1 385c fe 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 0 1 1 
1 2c9e 81 0 36eb 49 1 3b3b 94 1 2b95 1c 1 362f e2 1 333f 6e 0 32e9 73 0 33f0 3c 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 1 0 1 
1 3690 80 0 34b1 cf 1 2ce0 d0 0 385d 5e 0 3867 e0 1 2a96 6b 0 3436 77 1 349b 3e 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 0 1 1 
1 324c 83 1 37ce 0e 0 3bc5 d4 1 3ad0 9f 0 3b3f e4 1 3004 ee 0 363d f1 0 2cb6 f9 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 1 1 1 
1 3a59 43 1 39bb 8f 1 24a2 12 0 34c1 19 0 3aec 24 1 31ba e8 1 38f2 37 0 340a fd 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 0 1 1 1 1 1 0 0 
1 3bd3 80 0 36b7 cf 1 3160 d2 0 3b9d 1c 0 37f6 e1 0 2393 6b 1 3989 77 1 2d79 3f 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 0 1 1 1 1 0 1 1 
1 3ad5 83 1 3af8 8e 1 3408 12 1 35ed 1b 1 3ac5 a6 1 3902 2f 0 2d36 f0 0 35f3 7e 1 0 1 4 0 3d47 3bb9 41d2 39a2 2f19 3524 40ca 4094 1 1 1 1 0 1 1 1 0 1 0 0 
1 38de 82 0 397c 89 0 3923 d3 1 32b1 d8 1 3362 27 0 3693 ee 0 3599 73 1 393e bb 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 0 1 1 1 1 0 0 0 
1 378f 41 1 3ac1 09 0 2ca4 50 1 3bc6 9d 0 366f 64 1 37c6 ea 0 3af4 f2 1 36d2 39 0 1 1 4 1 30d3 37a9 3ad4 3e94 4044 3578 388d 0000 1 1 1 1 0 1 1 1 0 1 1 0 
1 3a58 06 1 3b68 cf 0 3a2a 10 0 2ca9 dc 1 3b52 e5 1 35d6 ee 1 35e3 31 0 3990 79 0 0 1 4 2 3e33 2799 3d22 4399 40a3 3eeb 331f 409a 1 1 1 1 0 1 1 1 0 0 0 0 
1 35a9 c4 0 39f3 88 1 2e28 17 1 3798 1d 1 394d a0 0 360f af 1 3a70 f2 0 3a95 fd 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 0 1 1 1 0 0 1 1 
1 3239 00 1 3603 0a 1 39ee 12 0 3721 1c 1 33e5 26 1 3967 e9 1 3671 76 0 356a bc 0 0 1 4 3 3e6d 0000 3925 3e61 3c4c 0000 40fe 3cbd 1 1 1 1 0 1 1 1 0 1 1 0 
1 3694 82 1 3891 c9 1 3a9a d6 0 399a 19 1 3b39 64 1 3813 ee 0 28a5 30 0 340c 7c 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 0 1 1 1 0 0 0 0 
1 39a9 c1 0 2aef 49 0 3756 13 0 37dc 1b 1 3455 e3 0 3716 2b 1 3243 b5 1 3b56 fa 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 0 1 1 1 0 1 0 1 
1 3b43 c3 1 3b2c 49 0 3798 14 1 3691 5a 1 39e1 23 1 3bc3 e9 0 3261 76 0 39d0 b9 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 0 1 1 1 1 0 1 0 
1 3956 c3 1 3ab2 4e 1 36ef 91 1 3402 1b 1 37e5 e1 0 3995 6e 0 3862 b0 0 3a8d 7a 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 0 1 1 1 1 0 1 1 
1 2adc c7 1 354b 49 0 3bb7 92 1 3980 db 1 36aa a2 0 37d6 2b 0 36fc 33 0 357a fb 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 0 0 0 
1 3629 00 0 2dc5 0b 1 34ed 95 1 39df 5f 0 3740 e7 0 3a05 6a 1 3933 32 1 3b8f 39 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 0 0 1 
1 34b1 46 1 39e3 cb 1 3987 d1 0 3bf2 5c 1 3a48 e2 0 2a43 6e 0 38de 76 0 38a2 fe 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 0 0 
1 3204 46 0 37c5 09 0 386f 13 0 33e5 59 0 2faa 66 1 36b3 e9 1 3b33 f4 0 3a77 fe 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 0 1 0 
1 39d9 c5 1 38c8 4a 1 341e 95 1 3a75 19 0 3bfa e7 0 3625 28 0 2d76 f4 0 37f2 b8 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 0 0 1 
1 38a5 44 1 353a cf 0 3a8e 16 1 3867 99 0 39ac 26 0 3b20 ea 0 3595 32 1 1efd 7f 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 0 1 1 
1 30d3 81 0 33f5 0d 0 3895 56 1 3929 df 0 2b6f a3 0 2c65 2c 1 3808 76 0 3954 bc 1 0 1 5 0 3ade 3834 3943 40da 0000 4179 3952 4048 1 1 1 1 1 1 1 1 1 0 1 0 
1 351a 84 0 334b 8f 1 3b27 54 1 2a79 9f 0 338e e4 0 3b3b 28 1 35d7 71 1 3767 be 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 1 0 0 
1 3afa 45 0 3ad0 48 0 37ec 90 0 3aa2 dd 1 3356 20 0 3aa0 a8 0 398f b2 1 390f 3e 1 1 1 5 1 3ab8 3c16 40f0 3a6e 4047 3c4a 3c91 37da 1 1 1 1 1 0 1 1 0 0 0 0 
1 35a0 47 1 32e8 4a 1 3a52 d2 0 39ba 5d 1 39e1 a0 1 385b 68 0 3abf f5 0 360f fb 0 0 1 5 2 3eab 3183 2cf2 3bde 3e76 3dd1 3f8a 3c71 1 1 1 1 1 0 1 1 0 0 0 0 
1 3aa3 45 0 0ac8 09 1 3aa7 13 1 3b7e da 1 329a a1 1 3103 29 1 3820 76 1 38dc bb 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 0 1 1 1 0 0 0 
1 28b3 c6 1 3553 49 0 38df 96 0 3415 5f 1 39f9 e7 0 3a76 ad 1 3b3e b2 1 354f ba 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 0 1 1 0 0 0 0 
1 3adc 00 1 3826 48 0 3834 54 0 3997 5c 0 342c e5 0 30b8 6e 1 3b41 b3 0 3633 bd 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 0 1 1 0 1 1 1 
1 34c9 42 1 3924 89 0 34a0 92 1 2a43 1c 1 368b a6 1 3aab a8 0 34b4 72 1 38fb f8 0 0 1 5 3 31e3 406f 4091 3bb6 394a 3be9 3a53 412a 1 1 1 1 1 0 1 1 0 1 0 1 
1 3034 47 0 3502 c9 1 38dc 56 0 2dfe 1b 0 39c0 a3 0 3489 a8 1 3435 75 0 3739 fe 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 0 1 1 0 0 0 0 
1 3456 c4 1 3a10 08 1 36e3 d1 0 3441 5c 0 35c9 23 0 3bd8 68 1 3402 f4 1 2aa3 fa 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 0 1 1 1 1 0 0 
1 278b c1 1 3311 0c 1 3aa4 d7 0 36df 1e 1 38e6 a6 1 3a6d 2e 1 3326 b7 0 38d0 79 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 0 1 1 1 0 1 1 
1 381f 84 0 389f 88 0 292d 15 0 34d9 5e 1 3911 20 1 3067 a9 1 3824 b4 0 2d66 f8 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 0 1 1 0 1 0 0 
1 3626 44 1 3448 8f 0 3bb4 92 0 38a6 9f 1 3b9e 60 0 3924 af 0 283b 70 0 2fc8 7e 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 1 1 
1 361c 03 0 35dd 0d 1 38c2 17 1 3591 de 0 3bed 25 1 3b11 69 0 3aaf b1 0 3acd fa 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 0 0 0 
1 3b38 03 0 2f7c 4c 1 3913 55 0 3492 1e 1 3a4f 60 0 35e8 af 1 24ae f1 1 3b09 7c 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 1 0 
1 35f7 41 1 2e00 8d 1 39bf 13 1 39be 5b 0 3881 25 0 31c7 ab 1 387c f0 1 39df 7d 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 1 0 0 
1 357e c1 1 3810 0d 0 3b96 56 1 3913 98 0 2f4b a0 1 1e60 6b 1 361e 35 1 3b05 3b 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 0 1 0 
1 343c 43 0 3b25 4f 0 3ae3 15 0 3852 d9 0 2540 25 1 3bf1 6c 1 38b5 73 0 386e 3a 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 0 1 0 
1 2d7c 44 0 3aa5 cb 1 39e1 d1 0 328c 9d 1 3720 24 1 36e0 ad 1 3847 74 1 3956 3d 1 0 1 6 0 3a20 0000 3d18 378e 360f 3a4b 3d78 3e1c 1 1 1 1 1 1 1 1 0 0 1 0 
1 3838 87 0 349b 49 0 3bd0 97 0 3a19 5f 0 3640 a4 1 38a2 68 1 31d7 b7 1 39aa f9 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 0 1 0 0 0 0 
1 34fa 02 1 3413 49 1 3760 d5 0 3599 dd 1 3495 23 1 3990 aa 1 335c 73 1 1f9e 3f 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 0 1 0 0 1 0 
1 3235 44 0 389a cc 1 3008 53 1 390e 5c 0 36dc 67 1 3845 6a 0 3976 f0 0 395b b9 0 0 1 6 1 3c98 3c32 39b2 3666 3e63 3fdf 411e 3d25 1 1 1 1 1 1 0 1 1 0 1 1 
1 395c 81 1 33c7 08 1 375a 90 0 3ab4 da 0 3afc a2 1 34fc ee 0 3857 71 1 3104 ff 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 0 1 0 0 1 1 
1 38fa 44 1 38a5 8e 0 3251 10 0 38cf de 0 3655 20 1 3937 6a 0 3b43 b1 1 39ab 3c 1 0 1 6 2 3d99 3ece 4047 3fa4 3b8c 4289 3ad9 3e2f 1 1 1 1 1 1 0 1 1 0 1 1 
1 3b0b 86 1 3a16 8d 1 350a 16 1 3966 5a 0 3b76 a3 1 39f1 aa 0 39ec b5 1 3a7f 3b 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 0 1 0 0 1 1 
1 3451 84 0 2ff1 4b 1 373b d1 0 3412 5b 1 3b49 a3 1 35db 6e 0 3a60 f2 0 32ca b9 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 0 1 0 0 1 0 
1 38ad 05 1 2ce9 0a 1 3993 d0 0 30de 19 1 3490 e0 0 3a13 eb 0 390a 70 0 3820 3d 0 1 1 6 3 423e 3996 3f0c 3f22 406d 0000 0000 3a23 1 1 1 1 1 1 0 1 1 1 1 0 
